review_id,review_text,rating,date,bank_name,source
dashen_bank_226,convenient and fast,5,2025-04-21,Dashen Bank,Google Play
dashen_bank_227,Best- in-class app.,5,2025-04-21,Dashen Bank,Google Play
dashen_bank_228,I really like this amazing application and Dashen Supper app that has made my life easier.,5,2025-04-21,Dashen Bank,Google Play
dashen_bank_229,Superb,5,2025-04-21,Dashen Bank,Google Play
dashen_bank_230,"amazing features, faster and easy to use",5,2025-04-21,Dashen Bank,Google Play
dashen_bank_231,"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,Dashen Bank,Google Play
dashen_bank_232,Best App!,5,2025-04-21,Dashen Bank,Google Play
dashen_bank_233,I love it. one of the best mobile banking app in the banking industry,5,2025-04-21,Dashen Bank,Google Play
dashen_bank_234,I love this app,5,2025-04-21,Dashen Bank,Google Play
dashen_bank_235,no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21,Dashen Bank,Google Play
dashen_bank_236,good,5,2025-04-21,Dashen Bank,Google Play
dashen_bank_237,waw no idea the best app.,5,2025-04-20,Dashen Bank,Google Play
dashen_bank_238,fast best app,5,2025-04-19,Dashen Bank,Google Play
dashen_bank_239,Nice App,5,2025-04-19,Dashen Bank,Google Play
dashen_bank_240,nice app ever,5,2025-04-17,Dashen Bank,Google Play
dashen_bank_241,good,5,2025-04-17,Dashen Bank,Google Play
dashen_bank_242,very disappointing app. Closes frequently and unstable in function,2,2025-04-17,Dashen Bank,Google Play
dashen_bank_243,"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",5,2025-04-17,Dashen Bank,Google Play
dashen_bank_244,nic app,5,2025-04-17,Dashen Bank,Google Play
dashen_bank_245,Nice,5,2025-04-16,Dashen Bank,Google Play
dashen_bank_246,"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",5,2025-04-15,Dashen Bank,Google Play
dashen_bank_247,So far so good! their in person customer service is amazing 👏,5,2025-04-15,Dashen Bank,Google Play
dashen_bank_248,The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,1,2025-04-14,Dashen Bank,Google Play
dashen_bank_249,ምርጫዬ ነው,5,2025-04-14,Dashen Bank,Google Play
dashen_bank_250,It's bad for the connection and too many days are it that not working,1,2025-04-13,Dashen Bank,Google Play
dashen_bank_251,it's samart,5,2025-04-11,Dashen Bank,Google Play
dashen_bank_252,"The app is not working properly, I have been using it.",1,2025-04-10,Dashen Bank,Google Play
dashen_bank_253,it is very good app,5,2025-04-10,Dashen Bank,Google Play
dashen_bank_254,"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,2025-04-10,Dashen Bank,Google Play
dashen_bank_255,slow cumbersome,3,2025-04-08,Dashen Bank,Google Play
dashen_bank_256,Is really 💀,2,2025-04-08,Dashen Bank,Google Play
dashen_bank_257,It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,2025-04-08,Dashen Bank,Google Play
dashen_bank_258,"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",1,2025-04-08,Dashen Bank,Google Play
dashen_bank_259,"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-08,Dashen Bank,Google Play
dashen_bank_260,proud by dashen bank,5,2025-04-06,Dashen Bank,Google Play
dashen_bank_261,best,5,2025-04-06,Dashen Bank,Google Play
dashen_bank_262,best of best,5,2025-04-05,Dashen Bank,Google Play
dashen_bank_263,nice,5,2025-04-05,Dashen Bank,Google Play
dashen_bank_264,This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-05,Dashen Bank,Google Play
dashen_bank_265,real super up,5,2025-04-05,Dashen Bank,Google Play
dashen_bank_266,it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-05,Dashen Bank,Google Play
dashen_bank_267,why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,5,2025-04-05,Dashen Bank,Google Play
dashen_bank_268,good,5,2025-04-05,Dashen Bank,Google Play
dashen_bank_269,tanku,5,2025-04-05,Dashen Bank,Google Play
dashen_bank_270,very nice,5,2025-04-05,Dashen Bank,Google Play
dashen_bank_271,perfect,5,2025-04-03,Dashen Bank,Google Play
dashen_bank_272,goood,5,2025-04-03,Dashen Bank,Google Play
dashen_bank_273,why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-03,Dashen Bank,Google Play
dashen_bank_274,it is best app easy to use,5,2025-04-02,Dashen Bank,Google Play
dashen_bank_275,It is very easy to use and powerful application.,3,2025-04-01,Dashen Bank,Google Play
dashen_bank_276,this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-04-01,Dashen Bank,Google Play
dashen_bank_277,"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,2025-04-01,Dashen Bank,Google Play
dashen_bank_278,wallahi very fantastic Bank,5,2025-04-01,Dashen Bank,Google Play
dashen_bank_279,"Waw, It's amazing app. thank you Dashen Bank.",5,2025-04-01,Dashen Bank,Google Play
dashen_bank_280,ok,5,2025-03-30,Dashen Bank,Google Play
dashen_bank_281,nice app,5,2025-03-29,Dashen Bank,Google Play
dashen_bank_282,"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",5,2025-03-28,Dashen Bank,Google Play
dashen_bank_283,good,5,2025-03-28,Dashen Bank,Google Play
dashen_bank_284,nice application,4,2025-03-28,Dashen Bank,Google Play
dashen_bank_285,Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-27,Dashen Bank,Google Play
dashen_bank_286,best experiences,5,2025-03-26,Dashen Bank,Google Play
dashen_bank_287,too slow to use.,1,2025-03-26,Dashen Bank,Google Play
dashen_bank_288,ጥሩ ነው,5,2025-03-25,Dashen Bank,Google Play
dashen_bank_289,the worst app in the market only good ui,1,2025-03-23,Dashen Bank,Google Play
dashen_bank_290,nic,5,2025-03-23,Dashen Bank,Google Play
dashen_bank_291,በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,5,2025-03-22,Dashen Bank,Google Play
dashen_bank_292,thanks for all digital transaction,5,2025-03-22,Dashen Bank,Google Play
dashen_bank_293,Good,4,2025-03-21,Dashen Bank,Google Play
dashen_bank_294,Best,5,2025-03-20,Dashen Bank,Google Play
dashen_bank_295,Good,5,2025-03-20,Dashen Bank,Google Play
dashen_bank_296,"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",1,2025-03-20,Dashen Bank,Google Play
dashen_bank_297,it's Be Come Busy &not working good,1,2025-03-20,Dashen Bank,Google Play
dashen_bank_298,I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,1,2025-03-20,Dashen Bank,Google Play
dashen_bank_299,"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19,Dashen Bank,Google Play
dashen_bank_300,good and latest,5,2025-03-19,Dashen Bank,Google Play
dashen_bank_301,The best App of all,5,2025-03-18,Dashen Bank,Google Play
dashen_bank_302,Worst app ever,1,2025-03-16,Dashen Bank,Google Play
dashen_bank_303,"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",1,2025-03-15,Dashen Bank,Google Play
dashen_bank_304,Naiycapp,5,2025-03-14,Dashen Bank,Google Play
dashen_bank_305,Good,5,2025-03-13,Dashen Bank,Google Play
dashen_bank_306,The app is good but it has no USSD option,4,2025-03-13,Dashen Bank,Google Play
dashen_bank_307,Hey great,5,2025-03-12,Dashen Bank,Google Play
dashen_bank_308,I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,5,2025-03-12,Dashen Bank,Google Play
dashen_bank_309,The app is good but it ask update every week so tiring,2,2025-03-11,Dashen Bank,Google Play
dashen_bank_310,It good and easy to use,5,2025-03-11,Dashen Bank,Google Play
dashen_bank_311,በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,5,2025-03-11,Dashen Bank,Google Play
dashen_bank_312,"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,2025-03-10,Dashen Bank,Google Play
dashen_bank_313,Excellent,5,2025-03-10,Dashen Bank,Google Play
dashen_bank_314,Good,5,2025-03-08,Dashen Bank,Google Play
dashen_bank_315,Wow Excellent app,5,2025-03-08,Dashen Bank,Google Play
dashen_bank_316,Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,Dashen Bank,Google Play
dashen_bank_317,Add the option to send money to any telebirr account like amole does.,3,2025-03-08,Dashen Bank,Google Play
dashen_bank_318,It's best,5,2025-03-08,Dashen Bank,Google Play
dashen_bank_319,no one dashen yichlal,5,2025-03-07,Dashen Bank,Google Play
dashen_bank_320,In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,5,2025-03-06,Dashen Bank,Google Play
dashen_bank_321,The speed is too slow. Need some improvements.,2,2025-03-06,Dashen Bank,Google Play
dashen_bank_322,good app,5,2025-03-04,Dashen Bank,Google Play
dashen_bank_323,Fantastic app,5,2025-03-01,Dashen Bank,Google Play
dashen_bank_324,Good,5,2025-03-01,Dashen Bank,Google Play
dashen_bank_325,I wish dark mode feature is add as an option but it's good app,5,2025-02-28,Dashen Bank,Google Play
dashen_bank_326,"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-02-27,Dashen Bank,Google Play
dashen_bank_327,"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",5,2025-02-26,Dashen Bank,Google Play
dashen_bank_328,ከጰነጨየጠ,2,2025-02-26,Dashen Bank,Google Play
dashen_bank_329,"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",2,2025-02-25,Dashen Bank,Google Play
dashen_bank_330,Excellent app,5,2025-02-24,Dashen Bank,Google Play
dashen_bank_331,አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,4,2025-02-23,Dashen Bank,Google Play
dashen_bank_332,No good,1,2025-02-22,Dashen Bank,Google Play
dashen_bank_333,Wow amazing app,5,2025-02-21,Dashen Bank,Google Play
dashen_bank_334,best platform... Please avoid otp,5,2025-02-21,Dashen Bank,Google Play
dashen_bank_335,Super smart app.,5,2025-02-19,Dashen Bank,Google Play
dashen_bank_336,best 👍👍,5,2025-02-16,Dashen Bank,Google Play
dashen_bank_337,I don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16,Dashen Bank,Google Play
dashen_bank_338,This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-15,Dashen Bank,Google Play
dashen_bank_339,"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14,Dashen Bank,Google Play
dashen_bank_340,Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,Dashen Bank,Google Play
dashen_bank_341,it's amazing app i have seen ever,5,2025-02-14,Dashen Bank,Google Play
dashen_bank_342,One star deducted for not to able to transfer to telebirr.,4,2025-02-14,Dashen Bank,Google Play
dashen_bank_343,ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,4,2025-02-14,Dashen Bank,Google Play
dashen_bank_344,ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,4,2025-02-13,Dashen Bank,Google Play
dashen_bank_345,Keep up the good work and pleas add water and electric utility payment,5,2025-02-12,Dashen Bank,Google Play
dashen_bank_346,The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11,Dashen Bank,Google Play
dashen_bank_347,"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-11,Dashen Bank,Google Play
dashen_bank_348,"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",4,2025-02-09,Dashen Bank,Google Play
dashen_bank_349,Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,5,2025-02-08,Dashen Bank,Google Play
dashen_bank_350,Good,5,2025-02-08,Dashen Bank,Google Play
dashen_bank_351,It doesn't work,1,2025-02-08,Dashen Bank,Google Play
dashen_bank_352,"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07,Dashen Bank,Google Play
dashen_bank_353,"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-07,Dashen Bank,Google Play
dashen_bank_354,Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,5,2025-02-07,Dashen Bank,Google Play
dashen_bank_355,"Good app, bad security",3,2025-02-06,Dashen Bank,Google Play
dashen_bank_356,On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06,Dashen Bank,Google Play
dashen_bank_357,Wonderful Application 😍,5,2025-02-06,Dashen Bank,Google Play
dashen_bank_358,I loved it,5,2025-02-06,Dashen Bank,Google Play
dashen_bank_359,አሁን ገና አንድ እርምጃ ቀደማችው,5,2025-02-05,Dashen Bank,Google Play
dashen_bank_360,I am so thankful for having this best app Dashen one step ahead,5,2025-02-05,Dashen Bank,Google Play
dashen_bank_361,Not good this app,1,2025-02-04,Dashen Bank,Google Play
dashen_bank_362,Best app,5,2025-02-04,Dashen Bank,Google Play
dashen_bank_363,Excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-04,Dashen Bank,Google Play
dashen_bank_364,Perfect,5,2025-02-03,Dashen Bank,Google Play
dashen_bank_365,"It does not work functional ,",1,2025-02-03,Dashen Bank,Google Play
dashen_bank_366,Ok,5,2025-02-02,Dashen Bank,Google Play
dashen_bank_367,all of dashen bank customers use the application it is good to use,5,2025-02-02,Dashen Bank,Google Play
dashen_bank_368,Gret experience,5,2025-02-01,Dashen Bank,Google Play
dashen_bank_369,All good we need more,3,2025-01-31,Dashen Bank,Google Play
dashen_bank_370,"Dashen super app is easy to use, fast and robust",5,2025-01-31,Dashen Bank,Google Play
dashen_bank_371,it was amazing app.....thank you dashen bank....,5,2025-01-31,Dashen Bank,Google Play
dashen_bank_372,Dashen bank super app for easy life.,5,2025-01-31,Dashen Bank,Google Play
dashen_bank_373,Excellent UI/UX and beyond Banking services👍👍,5,2025-01-31,Dashen Bank,Google Play
dashen_bank_374,Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,2,2025-01-30,Dashen Bank,Google Play
dashen_bank_375,Best,5,2025-01-29,Dashen Bank,Google Play
dashen_bank_376,Just Wow,5,2025-01-29,Dashen Bank,Google Play
dashen_bank_377,mobile banking to the next level,5,2025-01-28,Dashen Bank,Google Play
dashen_bank_378,Nice,5,2025-01-26,Dashen Bank,Google Play
dashen_bank_379,The first 3 star review is me,3,2025-01-25,Dashen Bank,Google Play
dashen_bank_380,Is not working,1,2025-01-25,Dashen Bank,Google Play
dashen_bank_381,"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",5,2025-01-25,Dashen Bank,Google Play
dashen_bank_382,V good ❗️,5,2025-01-24,Dashen Bank,Google Play
dashen_bank_383,"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",5,2025-01-24,Dashen Bank,Google Play
dashen_bank_384,I only see white page,2,2025-01-24,Dashen Bank,Google Play
dashen_bank_385,Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,5,2025-01-23,Dashen Bank,Google Play
dashen_bank_386,Amizing Application 😍,5,2025-01-22,Dashen Bank,Google Play
dashen_bank_387,Fastest and easy to use,5,2025-01-22,Dashen Bank,Google Play
dashen_bank_388,Ok,5,2025-01-22,Dashen Bank,Google Play
dashen_bank_389,ጥሩ ነው,5,2025-01-22,Dashen Bank,Google Play
dashen_bank_390,ስም ብቻ 😏,2,2025-01-21,Dashen Bank,Google Play
dashen_bank_391,Exellent app with exellent banking system and exellent bank ever,5,2025-01-21,Dashen Bank,Google Play
dashen_bank_392,Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,4,2025-01-21,Dashen Bank,Google Play
dashen_bank_393,Needs some improvement,5,2025-01-21,Dashen Bank,Google Play
dashen_bank_394,Amazing,5,2025-01-21,Dashen Bank,Google Play
dashen_bank_395,Amazing super app,5,2025-01-20,Dashen Bank,Google Play
dashen_bank_396,I hope it will be better than amole,5,2025-01-18,Dashen Bank,Google Play
dashen_bank_397,Wly Super App ilove it ❤️ 😍 💖 💕,5,2025-01-18,Dashen Bank,Google Play
dashen_bank_398,Wow,5,2025-01-18,Dashen Bank,Google Play
dashen_bank_399,Dashen yichalal. Ewnetem one step a head,5,2025-01-18,Dashen Bank,Google Play
dashen_bank_400,It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,4,2025-01-18,Dashen Bank,Google Play
dashen_bank_401,"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",5,2025-01-17,Dashen Bank,Google Play
dashen_bank_402,“Life-changing!” I can’t imagine going back to traditional banking after using this app. It’s so convenient.,5,2025-01-17,Dashen Bank,Google Play
dashen_bank_403,Pro max,5,2025-01-17,Dashen Bank,Google Play
dashen_bank_404,The most good app and easy,5,2025-01-17,Dashen Bank,Google Play
dashen_bank_405,"Excellent and user friendly App. Excellence is what makes you always one step ahead. Dashen Bank, Always One Step Ahead !!",5,2025-01-17,Dashen Bank,Google Play
dashen_bank_406,Proud to be dashen family . Shout out to the serial entrepreneur 👏,5,2025-01-17,Dashen Bank,Google Play
dashen_bank_407,Excellent app.,5,2025-01-17,Dashen Bank,Google Play
dashen_bank_408,First ATM in East africa ⭐️⭐️⭐️⭐️⭐️,5,2025-01-17,Dashen Bank,Google Play
dashen_bank_409,Best app.,5,2025-01-17,Dashen Bank,Google Play
dashen_bank_410,Better Move to catch the competition up👍,5,2025-01-16,Dashen Bank,Google Play
dashen_bank_411,"Great job my home, my bank.",5,2025-01-16,Dashen Bank,Google Play
dashen_bank_412,Wow,5,2025-01-16,Dashen Bank,Google Play
dashen_bank_413,Always one step ahead! What a masterpiece.,5,2025-01-16,Dashen Bank,Google Play
dashen_bank_414,Great App Well done Dashen Bank,5,2025-01-16,Dashen Bank,Google Play
dashen_bank_415,Great!,5,2025-01-16,Dashen Bank,Google Play
dashen_bank_416,Nice,5,2025-01-16,Dashen Bank,Google Play
dashen_bank_417,"I love it but it has bugs during confirmation of password! So, please make it functional",5,2025-01-16,Dashen Bank,Google Play
dashen_bank_418,Always one step forward,5,2025-01-16,Dashen Bank,Google Play
dashen_bank_419,"It's great! But it will be advanced if you include a caption that allow customers to transfer to Telebirr account. Dashen Bank, ""ኩሉ ግዜ፡ ሓደ ስጕሚ ቀዳሚ።"" (Always one step ahead!)",4,2025-01-16,Dashen Bank,Google Play
dashen_bank_420,Small size with vast features and functionalities.,5,2025-01-16,Dashen Bank,Google Play
dashen_bank_421,Amazing app 👏 👌 Dashen bank one step a head,5,2025-01-16,Dashen Bank,Google Play
dashen_bank_422,Best app,5,2025-01-16,Dashen Bank,Google Play
dashen_bank_423,"It has a great application features from the beginning. I'm glad to use it even I haven't used it yet because I haven't activated my account yet. But it's simple, comprehensive, full of information, and fast. በርቱ ዳሸኖች: The super app has impressed me more than I expected.",5,2025-01-16,Dashen Bank,Google Play
dashen_bank_424,Dashen Bank Always One Step Ahead!,5,2025-01-15,Dashen Bank,Google Play
dashen_bank_425,U can't create account,1,2025-01-15,Dashen Bank,Google Play
dashen_bank_426,Really super app... so seamless and with a nice user interface .. we are proud of you dashen bank ...,5,2025-01-15,Dashen Bank,Google Play
dashen_bank_427,We will see it,2,2025-01-15,Dashen Bank,Google Play
dashen_bank_428,Always one step a head!,5,2025-01-15,Dashen Bank,Google Play
dashen_bank_429,"A lightweight,catchy and smooth app",5,2025-01-15,Dashen Bank,Google Play
dashen_bank_430,Very impressive interface with best security feature and user friendly app.,5,2025-01-15,Dashen Bank,Google Play
dashen_bank_431,It is so far so good it has a unique features than telebirr good job Dashen,5,2025-01-15,Dashen Bank,Google Play
dashen_bank_432,"Yea , it's a good idea to make it with the bank name, it will help for the bank easily to find the application, and customers can easily downloed and use the product. I wish all the best for Dashen bank initiative.",5,2025-01-15,Dashen Bank,Google Play
dashen_bank_433,This is My Bank!,5,2025-01-15,Dashen Bank,Google Play
dashen_bank_434,Dashen Bank Always One Step Ahead!,5,2025-01-15,Dashen Bank,Google Play
dashen_bank_435,"Truly, db => AlwaysOneStepAhead !!",5,2025-01-15,Dashen Bank,Google Play
dashen_bank_436,ALWAYS ONE STEP AHEAD,5,2025-01-15,Dashen Bank,Google Play
dashen_bank_437,Well developed,5,2025-01-15,Dashen Bank,Google Play
dashen_bank_438,oh nice!!! i wish it's very nice app,5,2025-01-15,Dashen Bank,Google Play
dashen_bank_439,Really the app looks like amazing. I can't wait to activate in the morning.,5,2025-01-15,Dashen Bank,Google Play
dashen_bank_440,Applause 👏 Dashen Bank. One of the best super app inorder to pay easily and securely. One step a head.,5,2025-01-15,Dashen Bank,Google Play
dashen_bank_441,Wow Dashen Super App 🚀🚀,5,2025-01-15,Dashen Bank,Google Play
dashen_bank_442,All in One,5,2025-01-15,Dashen Bank,Google Play
dashen_bank_443,The best Banking app I have ever seen,5,2025-01-15,Dashen Bank,Google Play
dashen_bank_444,It looks good and simple to use,5,2025-01-15,Dashen Bank,Google Play
dashen_bank_445,Best,5,2025-01-15,Dashen Bank,Google Play
dashen_bank_446,App That makes Difference!,5,2025-01-15,Dashen Bank,Google Play
dashen_bank_447,Faster and userfriendly,5,2025-01-14,Dashen Bank,Google Play
dashen_bank_448,Best,5,2025-01-14,Dashen Bank,Google Play
dashen_bank_449,"Waw Great and innovated,user friendly, always one step ahead",5,2025-01-14,Dashen Bank,Google Play
dashen_bank_450,It's Best waww 🙏,5,2025-01-13,Dashen Bank,Google Play
dashen_bank_451,Always one step ahead,5,2025-01-13,Dashen Bank,Google Play
dashen_bank_452,"Like Me, I Hope It Works Better Than Before.",5,2025-01-11,Dashen Bank,Google Play
